User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
19341462,0,31,172.0,76.0,9.0,94.0,39.7,37.0
14117537,0,42,185.0,78.0,26.0,110.0,41.4,185.0
12667831,1,66,174.0,69.0,13.0,87.0,39.8,60.0
10661999,0,52,189.0,90.0,22.0,96.0,40.5,127.0
10366046,0,59,166.0,73.0,23.0,101.0,40.4,149.0
11523134,0,23,169.0,71.0,16.0,102.0,40.1,78.0
12275702,1,49,164.0,63.0,5.0,91.0,38.9,24.0
11190411,1,25,157.0,57.0,23.0,107.0,40.8,143.0
19686449,0,20,188.0,84.0,27.0,104.0,41.0,143.0
15565644,1,28,163.0,66.0,15.0,94.0,40.1,71.0
10154011,0,60,182.0,90.0,11.0,90.0,40.2,58.0
12676049,1,29,178.0,77.0,15.0,95.0,40.4,71.0
10228092,0,40,184.0,87.0,5.0,88.0,39.5,20.0
18997284,0,26,191.0,93.0,17.0,96.0,40.3,78.0
10836250,1,26,176.0,76.0,19.0,97.0,40.4,93.0
15883541,0,25,158.0,58.0,6.0,90.0,39.2,17.0
16990389,1,60,190.0,87.0,3.0,84.0,38.9,12.0
17046329,0,25,181.0,81.0,23.0,101.0,40.8,115.0
14136420,1,39,165.0,65.0,19.0,106.0,40.6,119.0
13138092,1,30,153.0,53.0,26.0,108.0,40.6,168.0
16655537,0,23,198.0,100.0,12.0,90.0,40.4,44.0
16245184,1,37,148.0,51.0,29.0,108.0,40.6,192.0
19157340,1,22,147.0,47.0,17.0,101.0,40.3,96.0
19810083,1,26,170.0,68.0,23.0,105.0,40.7,135.0
19821989,1,56,167.0,60.0,12.0,86.0,40.2,54.0
17219988,0,43,171.0,79.0,30.0,115.0,40.8,239.0
19572798,1,38,169.0,65.0,14.0,94.0,40.1,69.0
18360844,0,24,179.0,80.0,14.0,90.0,40.7,46.0
13918575,1,25,164.0,63.0,21.0,101.0,40.7,115.0
15319150,1,31,163.0,62.0,4.0,88.0,39.1,17.0
16112624,1,54,151.0,57.0,25.0,115.0,40.4,190.0
11099585,1,34,190.0,91.0,12.0,89.0,40.2,48.0
17300463,1,28,176.0,72.0,27.0,112.0,40.7,178.0
17118372,0,24,191.0,95.0,6.0,88.0,39.3,20.0
14435543,1,27,167.0,69.0,15.0,90.0,40.4,64.0
10908558,1,35,154.0,57.0,19.0,94.0,40.6,95.0
14181557,0,49,183.0,89.0,25.0,111.0,40.8,196.0
17152651,0,36,185.0,91.0,2.0,91.0,38.1,9.0
10192977,1,58,192.0,83.0,18.0,101.0,40.8,105.0
19584135,1,40,157.0,61.0,12.0,92.0,40.0,58.0
19445771,0,31,179.0,77.0,24.0,97.0,40.8,111.0
11294536,0,50,182.0,86.0,17.0,101.0,40.3,108.0
12845462,0,36,202.0,109.0,6.0,87.0,39.1,24.0
10578158,1,34,163.0,61.0,13.0,96.0,40.1,67.0
19789364,1,78,153.0,54.0,13.0,84.0,40.3,62.0
12301038,0,41,178.0,76.0,28.0,104.0,40.8,172.0
18976127,0,41,172.0,71.0,7.0,87.0,39.5,24.0
11460469,0,24,178.0,77.0,19.0,98.0,40.1,84.0
15238405,1,67,173.0,69.0,20.0,105.0,40.5,132.0
18559105,1,47,179.0,75.0,25.0,110.0,40.7,167.0
12761860,1,42,154.0,52.0,17.0,101.0,40.6,101.0
12777201,1,25,180.0,75.0,23.0,97.0,40.6,113.0
11084582,0,25,179.0,78.0,17.0,101.0,40.3,84.0
11393152,1,58,165.0,68.0,6.0,88.0,39.4,28.0
12327773,0,68,191.0,98.0,22.0,99.0,41.0,157.0
12038545,0,24,181.0,91.0,14.0,97.0,40.4,64.0
17593004,0,38,192.0,92.0,21.0,104.0,40.6,133.0
11708341,1,26,164.0,59.0,23.0,108.0,40.5,145.0
10753818,0,64,178.0,83.0,24.0,103.0,41.0,174.0
10608177,1,49,174.0,75.0,7.0,93.0,39.2,34.0
11267944,1,73,158.0,57.0,29.0,103.0,40.9,193.0
19795364,0,27,180.0,86.0,24.0,107.0,40.7,147.0
14290814,0,66,171.0,72.0,18.0,105.0,40.5,133.0
19222644,0,39,199.0,104.0,26.0,101.0,40.7,161.0
12847212,1,30,168.0,62.0,6.0,76.0,39.4,18.0
11986136,0,76,187.0,96.0,12.0,96.0,40.1,85.0
11830053,0,60,193.0,90.0,15.0,95.0,40.0,90.0
14737350,0,54,188.0,90.0,23.0,108.0,40.9,176.0
15294669,1,49,166.0,66.0,11.0,89.0,39.6,51.0
17146724,1,24,173.0,66.0,7.0,82.0,39.3,24.0
17490159,1,28,161.0,57.0,6.0,83.0,39.5,22.0
15501381,0,72,197.0,102.0,25.0,106.0,40.9,212.0
16736138,0,32,171.0,78.0,29.0,112.0,40.9,201.0
18493316,1,36,159.0,59.0,17.0,93.0,40.3,83.0
17497515,0,65,204.0,103.0,14.0,93.0,40.1,87.0
14364172,1,36,163.0,67.0,27.0,97.0,40.7,141.0
14217831,1,32,159.0,63.0,23.0,103.0,40.3,134.0
10483147,0,42,180.0,84.0,2.0,80.0,38.6,5.0
18046507,0,34,191.0,94.0,29.0,109.0,40.9,201.0
12414011,0,34,181.0,78.0,3.0,86.0,38.2,9.0
10710546,0,26,191.0,86.0,8.0,83.0,39.3,20.0
16175343,0,31,203.0,105.0,29.0,113.0,40.8,221.0
12020646,1,64,157.0,63.0,17.0,105.0,40.1,112.0
13611443,0,34,185.0,93.0,20.0,99.0,40.3,108.0
16383525,0,63,204.0,112.0,29.0,110.0,40.4,257.0
17841776,0,44,194.0,87.0,27.0,108.0,40.8,192.0
10735479,0,36,190.0,96.0,17.0,90.0,40.3,72.0
13117699,0,41,173.0,71.0,28.0,104.0,41.2,169.0
16042685,0,73,168.0,77.0,18.0,97.0,40.3,120.0
10315558,0,31,186.0,85.0,28.0,106.0,40.8,172.0
12304455,0,22,179.0,73.0,10.0,84.0,39.9,21.0
15503276,1,34,161.0,56.0,18.0,102.0,40.6,105.0
10565624,1,21,168.0,65.0,25.0,109.0,40.3,156.0
12458510,1,22,145.0,50.0,3.0,89.0,38.7,13.0
13885247,0,33,190.0,97.0,24.0,100.0,40.8,134.0
11572170,1,51,157.0,60.0,21.0,103.0,40.4,130.0
19911268,0,45,195.0,99.0,2.0,83.0,37.9,7.0
12859596,1,33,175.0,67.0,25.0,101.0,41.1,140.0
15376017,0,47,198.0,97.0,7.0,91.0,39.3,34.0
19921858,1,70,175.0,74.0,9.0,79.0,40.0,34.0
19187230,1,77,160.0,63.0,8.0,92.0,39.5,44.0
10874559,1,35,172.0,71.0,11.0,85.0,39.9,42.0
11746700,1,44,161.0,60.0,2.0,89.0,38.4,9.0
10952850,1,71,164.0,60.0,18.0,97.0,40.5,107.0
16785115,1,54,174.0,75.0,9.0,87.0,39.6,39.0
14951529,1,63,166.0,68.0,26.0,108.0,40.8,178.0
13846186,1,50,149.0,55.0,13.0,101.0,40.4,79.0
10590765,0,63,200.0,105.0,15.0,102.0,40.3,113.0
15032837,1,30,163.0,58.0,22.0,109.0,40.5,143.0
15511677,1,33,163.0,57.0,4.0,84.0,38.7,16.0
18148848,0,38,189.0,91.0,24.0,100.0,40.5,137.0
13172849,0,20,183.0,81.0,17.0,97.0,40.5,71.0
18401432,1,67,159.0,62.0,13.0,94.0,40.2,72.0
14857446,0,24,188.0,90.0,14.0,103.0,40.1,76.0
12734403,0,30,197.0,103.0,27.0,109.0,40.5,187.0
11693744,1,35,145.0,49.0,18.0,103.0,40.2,109.0
10622381,1,63,176.0,79.0,29.0,111.0,40.5,204.0
18548803,1,50,157.0,60.0,6.0,91.0,39.4,29.0
18119523,0,33,200.0,101.0,17.0,98.0,40.5,91.0
13991141,1,36,163.0,58.0,4.0,84.0,39.0,16.0
10677750,0,75,187.0,97.0,7.0,84.0,39.1,36.0
17724752,0,56,184.0,93.0,13.0,97.0,39.9,80.0
17047475,1,50,182.0,75.0,22.0,111.0,40.6,151.0
18908393,0,24,183.0,80.0,27.0,116.0,40.6,195.0
19475479,1,32,172.0,72.0,8.0,80.0,39.5,26.0
10854360,0,49,193.0,100.0,22.0,99.0,40.5,138.0
17425584,1,77,170.0,65.0,3.0,89.0,39.0,15.0
15539064,0,67,171.0,75.0,19.0,97.0,40.5,120.0
14130669,0,23,182.0,81.0,30.0,112.0,41.0,197.0
15015988,0,37,192.0,95.0,21.0,98.0,40.7,114.0
13741485,1,35,163.0,59.0,20.0,107.0,40.6,127.0
13015812,0,34,185.0,83.0,23.0,97.0,40.8,112.0
13939844,1,49,168.0,67.0,21.0,98.0,40.4,116.0
13135068,1,69,156.0,61.0,8.0,83.0,39.4,35.0
13286573,0,49,194.0,101.0,16.0,103.0,40.4,110.0
19246830,1,41,150.0,51.0,22.0,95.0,40.2,117.0
18976105,0,42,195.0,95.0,17.0,105.0,40.2,115.0
14714345,0,52,188.0,93.0,21.0,107.0,40.6,157.0
18319225,1,26,158.0,60.0,12.0,91.0,40.0,54.0
14775199,1,79,178.0,80.0,25.0,104.0,40.5,163.0
10074404,0,72,172.0,82.0,19.0,107.0,40.5,156.0
16366307,0,34,195.0,92.0,10.0,91.0,39.9,42.0
13945114,1,60,152.0,50.0,7.0,89.0,39.8,35.0
16749464,1,45,158.0,57.0,7.0,91.0,39.3,34.0
18521428,0,33,188.0,92.0,19.0,98.0,40.4,99.0
10207737,0,56,192.0,97.0,20.0,109.0,40.5,161.0
10722362,1,21,153.0,54.0,8.0,94.0,39.8,38.0
15316949,1,50,161.0,61.0,18.0,99.0,40.5,104.0
14920065,0,60,184.0,86.0,27.0,105.0,41.0,200.0
10809847,0,39,162.0,72.0,28.0,108.0,40.7,183.0
12363678,0,48,175.0,75.0,19.0,110.0,40.7,140.0
17804243,1,38,163.0,65.0,19.0,97.0,40.5,100.0
15862195,0,54,190.0,95.0,22.0,110.0,40.3,178.0
12555008,0,23,195.0,89.0,27.0,104.0,41.0,150.0
13788834,1,72,164.0,68.0,15.0,94.0,40.2,83.0
19113986,0,47,179.0,79.0,6.0,74.0,39.3,12.0
19510192,1,58,170.0,72.0,8.0,103.0,39.9,49.0
15831321,0,41,179.0,85.0,25.0,101.0,40.8,147.0
14142930,0,62,193.0,100.0,8.0,90.0,39.4,44.0
16036236,1,30,168.0,67.0,29.0,107.0,40.9,179.0
19962170,1,32,156.0,56.0,23.0,113.0,40.5,161.0
11390035,0,20,178.0,80.0,9.0,84.0,39.4,20.0
16163940,1,53,168.0,65.0,21.0,102.0,40.5,127.0
17847428,0,51,189.0,95.0,30.0,112.0,41.0,247.0
18908334,0,78,177.0,86.0,23.0,100.0,40.8,173.0
17029728,1,31,169.0,69.0,1.0,74.0,37.6,3.0
10082523,0,74,205.0,112.0,6.0,83.0,39.0,32.0
15505673,1,50,177.0,70.0,22.0,106.0,40.9,140.0
12679497,1,40,160.0,70.0,8.0,88.0,40.0,34.0
17438788,0,41,172.0,75.0,8.0,88.0,39.7,30.0
19382988,1,26,161.0,54.0,13.0,94.0,40.3,64.0
13632419,0,25,185.0,89.0,27.0,104.0,40.8,152.0
12432246,0,31,184.0,89.0,15.0,105.0,39.9,91.0
19984594,0,20,186.0,90.0,4.0,83.0,38.8,9.0
14768524,1,55,176.0,72.0,5.0,84.0,39.3,20.0
18107311,1,52,160.0,59.0,25.0,103.0,40.7,156.0
11102823,0,60,208.0,105.0,26.0,110.0,40.6,223.0
11337714,0,36,191.0,93.0,16.0,97.0,40.0,83.0
15422663,1,53,168.0,69.0,11.0,89.0,40.0,51.0
10201123,0,36,193.0,95.0,10.0,97.0,40.0,52.0
10310404,1,23,169.0,68.0,25.0,114.0,40.9,170.0
17001911,1,36,164.0,57.0,2.0,79.0,37.9,7.0
13586767,1,37,166.0,61.0,25.0,103.0,40.7,149.0
11312954,0,48,181.0,80.0,27.0,105.0,40.6,181.0
19873304,1,39,167.0,71.0,27.0,118.0,41.1,201.0
10331021,0,21,205.0,103.0,7.0,88.0,39.6,23.0
10566369,0,20,187.0,86.0,23.0,100.0,40.3,109.0
19286727,0,57,169.0,72.0,8.0,84.0,39.7,30.0
19845852,1,77,160.0,66.0,15.0,94.0,40.5,84.0
18971121,0,34,184.0,85.0,19.0,109.0,40.4,128.0
16784301,0,52,189.0,92.0,23.0,97.0,40.7,137.0
15158798,0,70,194.0,91.0,28.0,103.0,40.8,216.0
12730658,1,64,157.0,54.0,12.0,95.0,40.1,68.0
16649627,0,73,198.0,101.0,18.0,97.0,40.7,129.0
16205668,0,47,195.0,99.0,11.0,88.0,39.8,50.0
15013894,1,39,164.0,65.0,5.0,84.0,39.2,19.0
12286808,1,25,163.0,60.0,7.0,89.0,39.4,30.0
10485469,0,22,165.0,67.0,27.0,119.0,40.4,197.0
13340241,0,67,173.0,78.0,4.0,95.0,38.7,24.0
14093741,1,64,164.0,67.0,13.0,94.0,40.2,70.0
11983925,0,37,200.0,100.0,12.0,91.0,40.1,54.0
11222672,0,21,184.0,78.0,19.0,100.0,40.5,88.0
17862213,0,40,190.0,97.0,7.0,83.0,39.5,24.0
18184462,1,36,174.0,68.0,19.0,108.0,40.1,121.0
14919629,1,53,178.0,77.0,11.0,95.0,39.9,57.0
17551112,0,41,192.0,99.0,22.0,98.0,40.5,126.0
17567644,0,56,184.0,88.0,5.0,89.0,39.5,24.0
17752929,1,29,166.0,65.0,11.0,84.0,40.0,41.0
18452221,0,28,192.0,92.0,7.0,92.0,39.5,28.0
15176055,0,22,191.0,88.0,10.0,90.0,39.7,34.0
10836299,0,76,195.0,93.0,23.0,96.0,40.5,161.0
14734299,0,73,175.0,76.0,4.0,86.0,38.9,20.0
10567350,0,39,191.0,86.0,23.0,97.0,40.6,119.0
13304804,1,69,162.0,59.0,11.0,95.0,39.6,63.0
10638410,1,46,180.0,75.0,12.0,93.0,40.1,58.0
13464795,1,30,163.0,58.0,30.0,115.0,40.6,215.0
13693397,1,35,168.0,67.0,17.0,101.0,40.1,96.0
14347203,1,60,176.0,71.0,24.0,107.0,41.0,160.0
13541948,1,35,150.0,50.0,25.0,104.0,41.0,154.0
12431875,0,26,182.0,84.0,5.0,81.0,39.1,11.0
18290984,0,21,183.0,83.0,23.0,104.0,40.5,122.0
15699085,1,27,158.0,57.0,22.0,101.0,40.4,124.0
17286230,1,47,172.0,69.0,21.0,97.0,40.6,113.0
12037170,1,27,183.0,79.0,3.0,80.0,38.9,9.0
15295331,0,49,181.0,79.0,29.0,108.0,40.7,208.0
13302612,0,27,178.0,83.0,19.0,102.0,41.0,101.0
14255616,0,46,194.0,91.0,14.0,91.0,40.0,66.0
12824130,0,58,197.0,98.0,14.0,102.0,40.1,100.0
12481603,0,27,172.0,77.0,13.0,101.0,39.9,65.0
17977871,0,29,176.0,76.0,13.0,91.0,39.8,47.0
10164017,0,39,197.0,96.0,3.0,78.0,38.6,8.0
13155595,1,56,160.0,63.0,4.0,84.0,38.7,17.0
11627255,0,32,183.0,83.0,21.0,97.0,40.4,101.0
12530320,1,43,169.0,67.0,5.0,80.0,39.0,18.0
14132143,0,21,202.0,98.0,21.0,108.0,40.5,131.0
14940695,1,76,175.0,72.0,10.0,97.0,39.8,58.0
17806572,1,22,162.0,59.0,15.0,104.0,40.0,87.0
14971780,0,35,200.0,99.0,24.0,104.0,40.6,152.0
16691239,0,45,191.0,95.0,28.0,105.0,41.0,193.0
15563989,0,32,176.0,83.0,10.0,99.0,39.7,51.0
10679574,0,39,178.0,80.0,25.0,105.0,40.7,157.0
10176870,1,44,174.0,75.0,27.0,105.0,40.8,165.0
19455108,1,26,174.0,67.0,6.0,84.0,39.4,22.0
18145627,1,42,179.0,72.0,17.0,98.0,40.1,91.0
13361025,1,24,178.0,78.0,2.0,93.0,38.2,9.0
19596964,0,56,186.0,93.0,14.0,91.0,40.0,74.0
18120047,0,71,185.0,96.0,5.0,85.0,39.1,26.0
19554783,1,37,187.0,84.0,11.0,99.0,39.9,57.0
17873138,1,47,162.0,63.0,10.0,81.0,39.9,37.0
12940540,0,48,167.0,67.0,29.0,112.0,40.9,217.0
12338218,0,52,183.0,86.0,11.0,87.0,40.0,47.0
11860761,0,40,192.0,98.0,24.0,99.0,40.4,139.0
16221860,1,66,180.0,75.0,4.0,88.0,38.9,19.0
14662956,1,37,157.0,59.0,16.0,94.0,40.2,80.0
15359537,0,28,193.0,93.0,17.0,94.0,40.4,74.0
19371363,1,59,148.0,51.0,10.0,93.0,39.7,54.0
16364264,0,24,182.0,78.0,28.0,105.0,40.8,154.0
15285889,1,67,162.0,62.0,26.0,93.0,40.7,140.0
11844111,0,33,192.0,98.0,10.0,97.0,39.8,52.0
10907293,0,34,192.0,99.0,15.0,97.0,40.1,79.0
12870966,0,40,181.0,84.0,17.0,99.0,40.4,94.0
17244789,0,22,193.0,85.0,28.0,116.0,41.0,202.0
11185950,0,66,164.0,75.0,27.0,114.0,40.7,238.0
15381308,0,42,182.0,82.0,19.0,103.0,40.2,117.0
16193075,0,42,209.0,111.0,7.0,83.0,39.5,26.0
19166163,0,64,203.0,97.0,23.0,106.0,40.7,184.0
14314848,1,32,162.0,64.0,28.0,105.0,40.5,169.0
11718003,0,24,189.0,91.0,1.0,78.0,37.7,2.0
17985735,0,26,182.0,83.0,27.0,107.0,41.0,162.0
12701312,1,32,159.0,55.0,13.0,92.0,40.2,62.0
10377282,0,51,190.0,94.0,21.0,105.0,40.4,150.0
18979629,1,40,165.0,59.0,27.0,110.0,41.1,183.0
15987356,1,34,179.0,74.0,25.0,101.0,40.9,138.0
15694837,0,48,185.0,88.0,15.0,103.0,40.0,99.0
10160535,1,21,147.0,45.0,23.0,100.0,40.6,128.0
19295195,1,31,175.0,68.0,12.0,91.0,40.3,54.0
19318394,0,76,193.0,103.0,18.0,95.0,40.3,127.0
19941237,0,20,177.0,79.0,5.0,84.0,38.9,11.0
19326172,0,22,167.0,73.0,18.0,94.0,40.7,66.0
13422365,0,44,180.0,84.0,11.0,91.0,39.5,49.0
16412866,1,49,173.0,67.0,10.0,85.0,39.5,42.0
12961279,0,49,179.0,79.0,7.0,95.0,39.5,37.0
15322514,1,46,154.0,55.0,3.0,84.0,38.6,12.0
18742025,0,75,186.0,84.0,29.0,107.0,41.1,243.0
19370901,1,20,167.0,58.0,5.0,76.0,39.3,14.0
16152838,1,33,154.0,59.0,28.0,105.0,40.6,171.0
11589040,0,68,166.0,75.0,28.0,112.0,40.8,241.0
18394669,1,58,173.0,73.0,20.0,104.0,40.6,125.0
19783354,0,23,179.0,81.0,26.0,112.0,40.6,171.0
15351545,0,79,198.0,96.0,9.0,87.0,39.7,52.0
12132600,0,43,201.0,104.0,28.0,103.0,40.7,187.0
12811109,1,37,178.0,74.0,24.0,104.0,40.8,141.0
13079051,0,75,199.0,103.0,28.0,123.0,40.5,314.0
13156882,1,61,173.0,73.0,26.0,102.0,40.8,159.0
15720905,1,26,169.0,62.0,9.0,80.0,40.2,30.0
11372824,1,23,173.0,72.0,28.0,110.0,40.9,176.0
10352361,0,64,178.0,82.0,25.0,111.0,40.8,211.0
13705651,1,20,170.0,68.0,8.0,85.0,39.4,29.0
